studentID,course_name,subject,semester,grade,exam_date,absences_lectures,credits
5637,Data Science,Data Engineering,2,27,2023-04-21,11,9
5637,Data Science,Algorithms,1,21,2023-08-05,3,6
5637,Data Science,Time Series Analysis,2,27,2023-09-03,0,9
5637,Data Science,Introduction to machine learning,3,14,2022-10-02,4,0
3779,Business Administration,Microeconomics,4,24,2023-09-05,1,6
3779,Business Administration,Math,1,30,2024-06-19,4,9
3779,Business Administration,Human Resource Management,3,16,2024-01-28,0,0
3779,Business Administration,Marketing,1,12,2024-05-29,10,0
3779,Business Administration,Organizational Behavior,2,30,2022-09-11,2,12
3779,Business Administration,Operations Management,2,19,2024-01-24,0,6
3779,Business Administration,Accounting,3,19,2023-06-26,3,6
3779,Business Administration,Macroeconomics,4,30,2023-02-21,5,9
3779,Business Administration,International Business,2,23,2023-05-15,0,12
3779,Business Administration,Management,1,20,2023-02-14,5,6
3779,Business Administration,Public Law,4,19,2023-04-29,1,9
3779,Business Administration,Business Law,2,13,2023-12-19,1,0
3779,Business Administration,Business Ethics,4,25,2023-05-18,1,9
3779,Business Administration,Supply Chain Management,1,7,2024-06-02,0,0
5737,Data Science,Time Series Analysis,4,30,2024-05-20,5,9
5737,Data Science,Big Data Technologies,1,28,2023-11-27,3,6
5737,Data Science,Data Mining,3,11,2022-10-24,1,0
5737,Data Science,Statistical Methods,4,21,2022-09-09,0,12
5737,Data Science,Data Visualization,3,15,2024-01-23,5,0
5737,Data Science,Law and data,3,23,2024-03-25,12,6
5737,Data Science,Algorithms,3,2,2023-08-16,12,0
5737,Data Science,Natural Language Processing,4,26,2022-11-05,10,6
5737,Data Science,Cloud Computing,4,25,2022-12-28,13,6
5737,Data Science,Programming,2,21,2024-04-28,2,6
5737,Data Science,Machine Learning,2,29,2022-11-18,4,12
5737,Data Science,Data Engineering,2,12,2023-12-25,3,0
5737,Data Science,Introduction to machine learning,2,0,2024-06-13,10,0
5737,Data Science,Quantitative methods,4,8,2023-09-26,8,0
8463,Mechanical Engineering,CAD/CAM,4,18,2023-11-15,0,9
8463,Mechanical Engineering,Solid Mechanics,1,10,2023-09-25,11,0
8463,Mechanical Engineering,Vibration Analysis,1,8,2024-05-20,3,0
8463,Mechanical Engineering,Mechanics of Materials,2,29,2023-07-06,3,12
8463,Mechanical Engineering,Dynamics,4,5,2023-01-30,2,0
8463,Mechanical Engineering,Robotics,4,26,2024-02-26,9,12
8463,Mechanical Engineering,Heat Transfer,3,25,2023-02-20,8,9
8463,Mechanical Engineering,Material Science,2,24,2023-12-28,4,9
8463,Mechanical Engineering,Manufacturing Processes,2,17,2024-06-25,17,0
8463,Mechanical Engineering,Energy Systems,4,8,2022-11-24,6,0
8463,Mechanical Engineering,Mechanical Design,2,1,2024-02-04,0,0
8463,Mechanical Engineering,Control Systems,4,26,2022-09-15,0,6
8463,Mechanical Engineering,Math,2,26,2023-11-06,14,6
8463,Mechanical Engineering,Fluid Mechanics,1,14,2023-07-16,11,0
8463,Mechanical Engineering,Physics,1,2,2023-08-18,12,0
7282,Business Administration,Math,3,12,2024-04-09,10,0
7282,Business Administration,Business Law,4,3,2024-05-01,0,0
7282,Business Administration,Strategic Management,1,2,2023-12-07,11,0
7282,Business Administration,Marketing,2,19,2024-06-08,2,6
7282,Business Administration,Management,1,24,2024-05-01,9,12
7282,Business Administration,Accounting,4,19,2023-10-20,3,12
7282,Business Administration,International Business,1,27,2024-01-13,10,12
7282,Business Administration,Finance,4,5,2024-05-28,13,0
7282,Business Administration,Operations Management,2,19,2024-01-05,13,9
7282,Business Administration,Macroeconomics,4,25,2023-04-15,5,9
5744,Mathematics,Number Theory,1,14,2023-06-01,7,0
5744,Mathematics,Topology,3,6,2023-10-05,9,0
5744,Mathematics,Probability,2,25,2024-04-18,7,6
5744,Mathematics,Combinatorics,4,3,2024-03-31,12,0
5744,Mathematics,Geometry,2,6,2023-05-08,5,0
5744,Mathematics,Real Analysis,2,18,2023-04-12,6,6
5744,Mathematics,Differential Equations,2,13,2024-03-16,6,0
5744,Mathematics,Calculus,2,14,2023-02-13,13,0
5744,Mathematics,Complex Analysis,2,23,2023-02-22,1,12
5744,Mathematics,Mathematical Modeling,4,18,2024-02-13,2,12
5356,Data Science,Data Mining,1,22,2024-05-13,13,12
5356,Data Science,Law and data,4,21,2023-12-21,0,9
5356,Data Science,Data Engineering,4,22,2023-08-13,6,6
5356,Data Science,Cloud Computing,2,15,2023-09-08,7,0
4251,Mathematics,Combinatorics,1,29,2023-06-27,3,12
4251,Mathematics,Discrete Mathematics,4,21,2023-04-18,5,6
4251,Mathematics,Topology,3,27,2023-03-15,5,9
4251,Mathematics,Linear Algebra,4,20,2022-11-01,0,12
3617,Computer Science,Math,1,7,2022-12-14,11,0
3617,Computer Science,Operating Systems,1,2,2023-08-17,4,0
3617,Computer Science,Artificial Intelligence,2,3,2022-11-01,3,0
3617,Computer Science,Algorithms,3,8,2023-02-11,11,0
3617,Computer Science,Programming,4,27,2022-11-24,14,6
3617,Computer Science,Cyber Security,2,17,2023-01-04,13,0
3617,Computer Science,Software Engineering,1,7,2023-05-23,12,0
3617,Computer Science,Computer Graphics,4,10,2024-02-08,14,0
3617,Computer Science,Web Development,1,22,2022-11-29,14,12
3617,Computer Science,Data Mining,1,19,2023-02-02,10,12
3617,Computer Science,Data Structures,4,7,2023-05-10,0,0
3617,Computer Science,Mobile Computing,3,30,2023-02-05,14,9
1705,Mechanical Engineering,Material Science,3,1,2024-03-14,5,0
1705,Mechanical Engineering,Manufacturing Processes,2,3,2023-02-19,5,0
1705,Mechanical Engineering,Energy Systems,1,29,2023-11-08,6,9
1705,Mechanical Engineering,Fluid Mechanics,4,19,2023-05-17,18,12
1705,Mechanical Engineering,Thermodynamics,4,16,2022-12-17,1,0
1705,Mechanical Engineering,Control Systems,4,10,2024-01-10,9,0
1705,Mechanical Engineering,Heat Transfer,1,25,2022-11-27,17,6
1705,Mechanical Engineering,CAD/CAM,3,29,2023-02-10,0,6
1705,Mechanical Engineering,Dynamics,1,0,2023-06-30,7,0
1705,Mechanical Engineering,Vibration Analysis,4,0,2023-03-10,1,0
1705,Mechanical Engineering,Mechanical Design,4,1,2023-07-06,11,0
1705,Mechanical Engineering,Math,3,25,2023-07-26,7,9
1705,Mechanical Engineering,Solid Mechanics,2,10,2023-09-20,5,0
1705,Mechanical Engineering,Mechanics of Materials,4,18,2022-10-28,5,9
1705,Mechanical Engineering,Physics,1,9,2024-01-16,6,0
4618,Data Science,Programming,2,24,2023-11-01,2,12
5957,Business Administration,Public Law,1,2,2023-08-14,5,0
5957,Business Administration,Organizational Behavior,2,13,2024-05-04,2,0
5957,Business Administration,Management,4,31,2023-09-09,6,9
5957,Business Administration,International Business,3,26,2024-03-17,11,6
5957,Business Administration,Business Ethics,2,19,2023-08-05,1,6
5957,Business Administration,Business Law,4,25,2023-10-16,7,12
5957,Business Administration,Human Resource Management,2,21,2024-05-07,4,12
5957,Business Administration,Macroeconomics,2,17,2022-12-16,1,0
5957,Business Administration,Operations Management,2,30,2023-09-13,5,6
5957,Business Administration,Strategic Management,3,23,2023-01-28,1,9
5957,Business Administration,Accounting,3,29,2023-03-21,2,9
7646,Mathematics,Differential Equations,4,0,2023-03-24,13,0
7646,Mathematics,Analysis,2,0,2023-01-25,4,0
7646,Mathematics,Combinatorics,1,29,2022-09-12,15,12
7646,Mathematics,Topology,4,31,2023-06-22,1,6
7646,Mathematics,Mathematical Modeling,3,27,2024-06-13,7,12
7646,Mathematics,Statistics,2,30,2023-11-20,9,6
2271,Physics,Astrophysics,4,31,2022-12-06,5,6
2271,Physics,Nuclear Physics,2,30,2024-05-13,6,9
2271,Physics,Classical Mechanics,2,9,2024-06-11,9,0
1023,Business Administration,Organizational Behavior,3,3,2023-11-10,7,0
1023,Business Administration,Business Law,4,30,2023-02-13,1,12
1023,Business Administration,Microeconomics,1,16,2023-10-19,13,0
1023,Business Administration,Management,3,18,2023-09-15,2,6
1023,Business Administration,Finance,3,9,2023-08-25,9,0
1023,Business Administration,International Business,4,27,2023-07-30,1,12
1023,Business Administration,Macroeconomics,4,24,2023-08-27,8,12
1023,Business Administration,Business Ethics,1,31,2024-03-19,16,6
1023,Business Administration,Supply Chain Management,1,9,2024-03-02,16,0
1023,Business Administration,Math,4,19,2022-09-24,7,12
1023,Business Administration,Human Resource Management,2,26,2023-11-10,7,12
1023,Business Administration,Strategic Management,2,17,2023-02-11,6,0
1023,Business Administration,Operations Management,1,23,2022-12-05,7,9
1023,Business Administration,Accounting,1,10,2024-02-19,1,0
5195,Physics,Plasma Physics,2,22,2024-05-03,4,9
5195,Physics,Solid State Physics,3,27,2023-05-22,14,12
5195,Physics,Mathematical Physics,4,22,2022-10-31,6,12
5195,Physics,Quantum Mechanics,1,12,2022-10-31,3,0
5195,Physics,Nuclear Physics,4,21,2023-07-30,1,6
5195,Physics,Classical Mechanics,4,12,2023-07-30,14,0
5195,Physics,Geophysics,4,10,2023-08-14,2,0
5195,Physics,Particle Physics,2,22,2023-05-06,0,9
5195,Physics,Astrophysics,1,1,2023-06-21,2,0
5195,Physics,Biophysics,4,20,2023-10-09,11,9
5195,Physics,Condensed Matter Physics,1,20,2023-09-25,5,9
5195,Physics,Electromagnetism,1,1,2022-12-22,18,0
5195,Physics,Statistical Mechanics,2,25,2022-09-29,18,9
5195,Physics,Optics,2,24,2022-10-23,9,12
5195,Physics,Computational Physics,2,6,2023-12-12,6,0
6059,Data Science,Machine Learning,4,2,2022-12-25,4,0
6059,Data Science,Programming,2,10,2023-08-23,3,0
6059,Data Science,Cloud Computing,3,17,2023-06-20,0,0
6059,Data Science,Big Data Technologies,4,18,2023-04-27,6,9
6059,Data Science,Data Visualization,1,31,2022-09-22,3,12
6059,Data Science,Deep Learning,3,13,2023-09-20,8,0
7142,Mechanical Engineering,Heat Transfer,2,1,2023-11-12,4,0
7142,Mechanical Engineering,Robotics,2,5,2023-08-07,11,0
7142,Mechanical Engineering,Physics,4,31,2024-05-01,3,9
7142,Mechanical Engineering,Energy Systems,1,29,2023-01-22,3,9
7142,Mechanical Engineering,Material Science,3,9,2023-07-26,12,0
7142,Mechanical Engineering,Mechanics of Materials,3,6,2023-12-02,2,0
7142,Mechanical Engineering,Manufacturing Processes,3,1,2022-11-22,10,0
7142,Mechanical Engineering,Math,2,15,2022-10-04,13,0
7142,Mechanical Engineering,Solid Mechanics,2,30,2022-10-05,8,9
7142,Mechanical Engineering,Fluid Mechanics,3,28,2023-07-28,9,12
7477,Computer Science,Programming,1,20,2024-01-06,5,6
9520,Mathematics,Topology,2,8,2023-08-30,4,0
9520,Mathematics,Linear Algebra,1,13,2024-01-16,3,0
9520,Mathematics,Mathematical Modeling,4,28,2022-10-27,0,6
9520,Mathematics,Number Theory,1,19,2023-09-22,6,6
9520,Mathematics,Mathematical Logic,2,26,2023-04-05,1,6
9520,Mathematics,Statistics,1,13,2023-11-01,18,0
9520,Mathematics,Geometry,2,11,2023-09-18,13,0
9520,Mathematics,Differential Equations,1,7,2024-02-20,1,0
9520,Mathematics,Complex Analysis,2,24,2022-10-18,4,6
9520,Mathematics,Abstract Algebra,1,10,2022-12-27,3,0
9520,Mathematics,Discrete Mathematics,1,20,2023-12-24,1,6
9520,Mathematics,Calculus,3,26,2022-10-16,3,9
5013,Mechanical Engineering,Material Science,4,15,2024-01-07,1,0
5013,Mechanical Engineering,Math,3,27,2022-09-16,4,12
5013,Mechanical Engineering,Dynamics,1,4,2023-12-09,2,0
5013,Mechanical Engineering,Vibration Analysis,4,27,2024-01-09,0,9
5013,Mechanical Engineering,Solid Mechanics,3,7,2024-02-19,4,0
5013,Mechanical Engineering,Fluid Mechanics,3,11,2023-05-09,4,0
5013,Mechanical Engineering,Manufacturing Processes,4,8,2023-09-28,12,0
5013,Mechanical Engineering,Physics,3,20,2024-02-28,11,12
5013,Mechanical Engineering,Mechanics of Materials,3,29,2023-08-23,11,9
5013,Mechanical Engineering,CAD/CAM,3,23,2024-04-16,5,6
5013,Mechanical Engineering,Heat Transfer,2,21,2023-04-09,4,12
9274,Mathematics,Mathematical Modeling,1,14,2024-01-17,4,0
9274,Mathematics,Complex Analysis,3,22,2022-10-29,7,6
9274,Mathematics,Analysis,1,25,2023-06-15,16,12
9274,Mathematics,Calculus,1,28,2022-10-31,14,9
9274,Mathematics,Topology,3,5,2023-08-21,3,0
9274,Mathematics,Mathematical Logic,1,9,2023-01-20,2,0
9274,Mathematics,Probability,3,18,2023-02-15,10,9
9274,Mathematics,Discrete Mathematics,2,2,2024-05-29,0,0
9274,Mathematics,Combinatorics,2,23,2024-03-06,17,6
9274,Mathematics,Number Theory,2,13,2023-10-31,6,0
9274,Mathematics,Real Analysis,2,29,2022-11-02,5,12
9274,Mathematics,Geometry,2,29,2023-03-11,14,9
9274,Mathematics,Abstract Algebra,1,4,2023-07-01,11,0
6734,Mechanical Engineering,Vibration Analysis,2,8,2023-09-03,5,0
6734,Mechanical Engineering,Fluid Mechanics,4,6,2023-04-28,7,0
6734,Mechanical Engineering,Solid Mechanics,1,14,2022-11-11,4,0
6734,Mechanical Engineering,Physics,2,26,2024-05-25,10,6
6734,Mechanical Engineering,Energy Systems,4,25,2024-02-28,3,9
6734,Mechanical Engineering,Mechanical Design,4,13,2023-10-03,17,0
6734,Mechanical Engineering,Manufacturing Processes,1,4,2023-03-09,3,0
6734,Mechanical Engineering,Robotics,2,19,2024-03-07,14,9
6734,Mechanical Engineering,CAD/CAM,4,3,2023-02-01,10,0
6734,Mechanical Engineering,Material Science,3,13,2022-11-13,0,0
4771,Business Administration,Operations Management,2,7,2024-02-14,0,0
4771,Business Administration,Accounting,3,11,2024-04-20,5,0
4771,Business Administration,Marketing,1,2,2023-01-09,3,0
4771,Business Administration,Organizational Behavior,1,19,2024-04-16,16,6
6792,Mathematics,Geometry,4,27,2024-04-17,8,6
6792,Mathematics,Topology,1,12,2024-02-21,2,0
6792,Mathematics,Number Theory,1,7,2023-07-05,7,0
6792,Mathematics,Mathematical Modeling,2,22,2022-12-09,0,6
6792,Mathematics,Real Analysis,2,27,2023-07-21,11,9
1954,Physics,Solid State Physics,3,0,2023-08-16,4,0
1954,Physics,Mathematical Physics,1,31,2024-05-18,5,12
1954,Physics,Biophysics,2,27,2022-11-28,0,6
1954,Physics,Classical Mechanics,2,16,2024-03-20,10,0
1954,Physics,Statistical Mechanics,4,26,2022-10-25,10,12
1954,Physics,Astrophysics,4,1,2023-08-23,9,0
1954,Physics,Quantum Mechanics,2,24,2022-10-05,13,6
1954,Physics,Optics,2,14,2023-11-13,6,0
1954,Physics,Computational Physics,2,5,2022-09-11,7,0
1954,Physics,Plasma Physics,1,13,2023-08-27,1,0
1954,Physics,Electromagnetism,4,0,2023-03-28,1,0
1954,Physics,Particle Physics,1,11,2024-04-13,4,0
1954,Physics,Condensed Matter Physics,2,8,2023-11-14,8,0
1147,Mechanical Engineering,Robotics,2,19,2024-03-19,7,9
3733,Physics,Mathematical Physics,4,13,2023-07-07,7,0
3733,Physics,Biophysics,1,27,2023-03-30,4,9
3733,Physics,Electromagnetism,1,5,2023-05-14,1,0
3733,Physics,Nuclear Physics,3,30,2023-09-15,9,12
3733,Physics,Astrophysics,4,4,2022-10-08,4,0
3733,Physics,Particle Physics,1,18,2023-05-24,7,6
3733,Physics,Solid State Physics,1,4,2022-11-21,4,0
3733,Physics,Computational Physics,1,15,2023-07-30,8,0
7073,Physics,Geophysics,2,3,2023-04-26,3,0
7073,Physics,Astrophysics,2,24,2023-10-08,6,6
7073,Physics,Optics,4,19,2023-04-24,10,9
7073,Physics,Statistical Mechanics,3,6,2024-03-30,10,0
7073,Physics,Classical Mechanics,2,26,2023-07-03,7,12
7073,Physics,Nuclear Physics,1,12,2023-07-26,7,0
7073,Physics,Mathematical Physics,3,11,2022-10-15,2,0
7073,Physics,Solid State Physics,4,5,2023-01-28,0,0
7073,Physics,Condensed Matter Physics,4,28,2024-05-05,1,12
7073,Physics,Computational Physics,3,9,2023-06-26,0,0
7073,Physics,Electromagnetism,3,26,2024-04-26,3,6
7073,Physics,Thermodynamics,4,3,2023-06-24,9,0
7073,Physics,Biophysics,2,29,2023-08-29,0,6
9619,Computer Science,Computer Networks,3,5,2024-01-26,12,0
9619,Computer Science,Math,2,10,2023-09-08,10,0
9619,Computer Science,Software Engineering,4,26,2023-04-04,4,12
9619,Computer Science,Operating Systems,2,29,2023-03-06,3,9
6478,Business Administration,Macroeconomics,3,8,2022-11-20,14,0
6478,Business Administration,Organizational Behavior,1,23,2024-05-13,8,12
6478,Business Administration,Finance,3,13,2024-05-29,6,0
6478,Business Administration,Operations Management,3,20,2023-05-19,13,9
6478,Business Administration,Supply Chain Management,4,18,2023-12-04,13,12
6478,Business Administration,Math,4,25,2023-09-20,13,9
6478,Business Administration,Accounting,4,4,2024-05-14,3,0
6478,Business Administration,International Business,3,7,2023-03-31,0,0
6478,Business Administration,Business Law,3,10,2024-03-27,6,0
6478,Business Administration,Public Law,3,5,2024-06-15,9,0
6478,Business Administration,Strategic Management,1,17,2023-07-15,1,0
6478,Business Administration,Business Ethics,4,16,2023-01-30,4,0
6478,Business Administration,Human Resource Management,1,7,2023-10-29,8,0
6478,Business Administration,Management,3,12,2023-01-06,10,0
6795,Mechanical Engineering,Energy Systems,1,15,2022-12-18,3,0
6795,Mechanical Engineering,Solid Mechanics,2,6,2024-01-12,11,0
6795,Mechanical Engineering,Fluid Mechanics,3,2,2024-04-07,1,0
6795,Mechanical Engineering,Dynamics,2,13,2023-09-21,1,0
6795,Mechanical Engineering,Thermodynamics,4,5,2023-05-22,5,0
6795,Mechanical Engineering,Material Science,4,15,2024-02-16,0,0
6795,Mechanical Engineering,CAD/CAM,4,20,2023-03-21,9,12
1989,Computer Science,Computer Graphics,3,6,2022-12-13,2,0
1989,Computer Science,Web Development,4,13,2023-03-28,15,0
1814,Physics,Quantum Mechanics,1,15,2023-03-22,13,0
1814,Physics,Classical Mechanics,3,30,2023-07-04,0,12
1814,Physics,Plasma Physics,4,19,2022-11-15,10,12
1814,Physics,Mathematical Physics,4,5,2023-12-01,4,0
1814,Physics,Computational Physics,1,13,2023-05-23,7,0
1814,Physics,Thermodynamics,1,10,2023-08-05,1,0
1814,Physics,Nuclear Physics,1,6,2024-03-13,5,0
1814,Physics,Statistical Mechanics,4,28,2022-09-29,1,12
1814,Physics,Biophysics,1,12,2023-11-04,7,0
1814,Physics,Condensed Matter Physics,3,14,2023-10-08,1,0
1814,Physics,Optics,4,17,2023-05-15,14,0
1814,Physics,Solid State Physics,1,27,2022-09-07,6,9
1814,Physics,Geophysics,2,23,2024-06-09,5,9
1814,Physics,Astrophysics,4,26,2022-09-03,13,6
1814,Physics,Electromagnetism,1,15,2023-09-26,3,0
2680,Mechanical Engineering,Energy Systems,2,2,2023-09-03,4,0
2680,Mechanical Engineering,Control Systems,4,29,2022-10-18,3,12
2680,Mechanical Engineering,Heat Transfer,4,6,2023-11-22,2,0
2680,Mechanical Engineering,Physics,1,9,2023-07-25,11,0
2680,Mechanical Engineering,Mechanics of Materials,3,28,2023-02-16,10,12
2680,Mechanical Engineering,Dynamics,1,18,2024-02-02,2,9
2680,Mechanical Engineering,Fluid Mechanics,1,6,2023-12-10,16,0
2680,Mechanical Engineering,Manufacturing Processes,1,14,2022-10-20,1,0
2680,Mechanical Engineering,Thermodynamics,2,31,2022-09-07,0,12
2680,Mechanical Engineering,Mechanical Design,1,29,2023-03-20,16,9
2680,Mechanical Engineering,Material Science,3,7,2024-01-02,14,0
2680,Mechanical Engineering,Math,4,26,2022-11-13,14,6
2680,Mechanical Engineering,Robotics,3,6,2024-05-19,14,0
2680,Mechanical Engineering,Solid Mechanics,3,19,2023-11-27,9,9
4772,Physics,Geophysics,1,10,2023-02-18,6,0
4772,Physics,Statistical Mechanics,4,28,2024-03-30,5,12
4772,Physics,Classical Mechanics,1,0,2023-06-22,4,0
4772,Physics,Quantum Mechanics,2,18,2023-07-23,13,6
4772,Physics,Biophysics,1,9,2022-09-14,4,0
4772,Physics,Computational Physics,1,31,2023-03-28,3,12
4772,Physics,Astrophysics,3,30,2024-02-10,10,12
4772,Physics,Thermodynamics,3,4,2023-03-09,4,0
4772,Physics,Nuclear Physics,1,24,2022-12-22,4,9
4772,Physics,Condensed Matter Physics,3,5,2023-10-25,11,0
3745,Business Administration,Strategic Management,1,5,2024-02-12,1,0
3745,Business Administration,Finance,4,8,2023-05-15,2,0
3745,Business Administration,Business Law,2,26,2023-10-27,6,9
3745,Business Administration,Supply Chain Management,1,29,2024-02-01,0,6
3745,Business Administration,Business Ethics,3,28,2022-11-12,7,6
3745,Business Administration,International Business,2,19,2023-03-05,5,12
3745,Business Administration,Marketing,2,10,2024-02-11,5,0
3745,Business Administration,Operations Management,3,21,2023-12-18,5,12
3745,Business Administration,Public Law,2,6,2023-03-22,13,0
3745,Business Administration,Microeconomics,2,23,2023-02-01,0,6
6363,Business Administration,Supply Chain Management,4,14,2023-08-09,8,0
6363,Business Administration,Human Resource Management,1,26,2023-12-28,10,9
6363,Business Administration,Business Ethics,2,18,2023-09-02,2,12
6363,Business Administration,Operations Management,4,4,2024-03-27,4,0
6363,Business Administration,Macroeconomics,1,26,2023-12-09,12,9
6363,Business Administration,Management,3,9,2024-04-05,3,0
6363,Business Administration,Organizational Behavior,4,18,2022-11-02,7,6
6363,Business Administration,Microeconomics,3,13,2023-05-25,4,0
6363,Business Administration,Accounting,1,5,2023-09-03,1,0
6363,Business Administration,Finance,1,17,2023-10-07,2,0
6360,Business Administration,Macroeconomics,2,0,2022-12-25,9,0
6360,Business Administration,Organizational Behavior,1,15,2022-11-22,15,0
6360,Business Administration,Operations Management,4,15,2024-01-07,6,0
6360,Business Administration,Microeconomics,3,22,2023-03-12,6,9
6360,Business Administration,Business Law,1,16,2023-01-13,10,0
6360,Business Administration,Math,4,6,2023-04-30,16,0
9363,Mechanical Engineering,Energy Systems,3,9,2022-10-24,11,0
9363,Mechanical Engineering,Mechanics of Materials,2,4,2023-05-19,4,0
9363,Mechanical Engineering,Math,2,11,2023-12-31,1,0
9363,Mechanical Engineering,Vibration Analysis,1,23,2022-12-22,1,6
9363,Mechanical Engineering,Manufacturing Processes,3,14,2023-03-23,7,0
9363,Mechanical Engineering,Solid Mechanics,2,12,2024-06-01,17,0
9363,Mechanical Engineering,Robotics,3,10,2023-04-12,0,0
9363,Mechanical Engineering,Dynamics,4,16,2024-03-09,4,0
9363,Mechanical Engineering,Mechanical Design,2,14,2023-12-22,2,0
9363,Mechanical Engineering,Heat Transfer,3,3,2022-09-19,18,0
9363,Mechanical Engineering,CAD/CAM,1,20,2023-08-19,7,6
9363,Mechanical Engineering,Material Science,1,25,2023-11-15,10,6
9363,Mechanical Engineering,Physics,2,1,2023-09-19,2,0
9363,Mechanical Engineering,Control Systems,1,8,2023-11-22,5,0
8622,Data Science,Data Engineering,3,8,2023-07-17,8,0
8622,Data Science,Time Series Analysis,3,20,2022-09-05,6,12
8622,Data Science,Introduction to machine learning,1,17,2023-09-12,12,0
8622,Data Science,Law and data,3,14,2023-09-09,6,0
8622,Data Science,Big Data Technologies,1,11,2022-10-23,2,0
8622,Data Science,Quantitative methods,1,16,2023-11-02,13,0
8622,Data Science,Natural Language Processing,3,2,2023-05-06,6,0
8622,Data Science,Cloud Computing,2,12,2022-12-09,2,0
3578,Physics,Mathematical Physics,4,23,2023-03-29,3,9
3578,Physics,Solid State Physics,4,0,2023-05-01,2,0
3578,Physics,Quantum Mechanics,4,7,2023-09-03,2,0
3578,Physics,Nuclear Physics,2,3,2023-06-23,11,0
3578,Physics,Optics,1,15,2022-10-19,7,0
