studentID,course_name,subject,semester,grade,exam_date,absences_lectures,credits
1501,Biology,Neurobiology,1,26,2023-12-09,4,6
1501,Biology,Physiology,3,13,2024-01-23,6,0
1504,Physics,Astrophysics,3,0,2023-01-03,7,0
1504,Physics,Biophysics,3,25,2023-03-12,2,12
1504,Physics,Condensed Matter Physics,2,8,2024-02-17,0,0
1504,Physics,Electromagnetism,2,5,2024-01-23,3,0
1504,Physics,Geophysics,3,28,2024-05-26,2,6
1504,Physics,Nuclear Physics,4,17,2024-01-22,2,0
1504,Physics,Quantum Mechanics,4,2,2022-11-12,11,0
1506,Business Administration,Marketing,1,10,2023-01-09,16,0
1539,Physics,Condensed Matter Physics,2,24,2023-01-25,3,9
1539,Physics,Plasma Physics,4,24,2023-10-07,10,6
1539,Physics,Thermodynamics,2,10,2023-05-14,1,0
1579,Business Administration,Accounting,3,31,2024-06-13,1,6
1579,Business Administration,Business Law,1,30,2022-09-04,11,6
1579,Business Administration,Management,3,25,2023-12-04,14,9
1579,Business Administration,Marketing,3,20,2023-10-24,4,12
1579,Business Administration,Organizational Behavior,3,0,2023-05-25,6,0
1579,Business Administration,Supply Chain Management,1,25,2023-04-07,9,9
1585,Data Science,Algorithms,3,8,2023-10-22,0,0
1595,Electrical Engineering,Control Systems,1,11,2022-11-20,9,0
1595,Electrical Engineering,Digital Logic,4,29,2023-02-04,1,12
1595,Electrical Engineering,Electromagnetics,1,6,2024-06-25,3,0
1595,Electrical Engineering,Embedded Systems,1,9,2024-03-06,0,0
1595,Electrical Engineering,Power Systems,2,7,2024-05-27,7,0
1595,Electrical Engineering,Renewable Energy,4,22,2023-03-28,9,12
1595,Electrical Engineering,Robotics,2,17,2024-06-10,7,0
1595,Electrical Engineering,Signals and Systems,4,11,2024-05-14,11,0
1603,Biology,Physiology,1,22,2023-02-22,5,6
1624,Biology,Botany,4,4,2023-03-09,10,0
1624,Biology,Marine Biology,4,0,2023-12-28,9,0
1628,Mathematics,Abstract Algebra,3,14,2023-02-27,18,0
1628,Mathematics,Analysis,2,8,2022-09-21,5,0
1628,Mathematics,Calculus,2,15,2023-02-09,14,0
1628,Mathematics,Complex Analysis,1,18,2023-09-27,2,12
1628,Mathematics,Differential Equations,4,17,2023-03-25,15,0
1628,Mathematics,Mathematical Modeling,1,21,2023-12-30,17,6
1628,Mathematics,Number Theory,2,16,2024-02-15,3,0
1628,Mathematics,Probability,4,4,2023-06-08,10,0
1628,Mathematics,Real Analysis,4,26,2023-11-19,12,9
1628,Mathematics,Statistics,1,16,2022-10-08,5,0
1628,Mathematics,Topology,4,27,2024-04-17,4,12
1652,Business Administration,Accounting,4,29,2023-12-17,2,6
1652,Business Administration,Business Ethics,3,0,2024-04-30,13,0
1652,Business Administration,Human Resource Management,1,28,2024-05-16,0,9
1652,Business Administration,Macroeconomics,4,13,2023-12-29,0,0
1652,Business Administration,Management,2,13,2024-05-25,5,0
1652,Business Administration,Marketing,1,14,2023-10-19,0,0
1652,Business Administration,Math,1,3,2023-06-28,13,0
1652,Business Administration,Microeconomics,3,14,2023-07-21,13,0
1652,Business Administration,Public Law,4,7,2023-10-12,2,0
1654,Mathematics,Combinatorics,2,14,2024-01-03,14,0
1665,Data Science,Algorithms,2,27,2023-10-21,0,12
1665,Data Science,Big Data Technologies,4,19,2022-12-27,0,12
1665,Data Science,Cloud Computing,2,18,2023-11-04,5,6
1665,Data Science,Data Mining,2,19,2023-06-14,12,9
1665,Data Science,Introduction to machine learning,2,19,2023-06-22,1,12
1665,Data Science,Law and data,3,12,2024-02-18,2,0
1665,Data Science,Programming,2,13,2024-05-13,12,0
1665,Data Science,Statistical Models,4,20,2023-01-18,3,6
1665,Data Science,Time Series Analysis,3,20,2022-12-06,5,9
1675,Physics,Computational Physics,1,10,2022-12-05,1,0
1675,Physics,Particle Physics,4,13,2024-06-20,0,0
1675,Physics,Statistical Mechanics,4,12,2023-10-01,1,0
1681,Business Administration,Accounting,4,4,2023-04-16,7,0
1681,Business Administration,Business Ethics,3,17,2022-10-02,5,0
1681,Business Administration,Business Law,1,19,2024-03-09,3,9
1681,Business Administration,Finance,1,22,2023-10-13,3,12
1681,Business Administration,Human Resource Management,3,18,2024-03-15,3,12
1681,Business Administration,Macroeconomics,1,18,2023-01-20,6,9
1681,Business Administration,Microeconomics,3,3,2023-01-14,6,0
1681,Business Administration,Organizational Behavior,3,27,2023-02-02,10,6
1681,Business Administration,Public Law,2,18,2024-03-13,2,9
1681,Business Administration,Strategic Management,1,5,2022-10-12,0,0
1681,Business Administration,Supply Chain Management,2,18,2022-12-09,9,6
1684,Computer Science,Artificial Intelligence,1,23,2023-10-27,14,12
1684,Computer Science,Computer Graphics,2,21,2024-05-12,10,6
1684,Computer Science,Computer Networks,4,8,2022-10-16,12,0
1684,Computer Science,Cyber Security,2,31,2024-03-24,4,12
1684,Computer Science,Data Mining,4,16,2023-10-19,8,0
1684,Computer Science,Data Structures,4,26,2024-04-01,2,9
1684,Computer Science,Human-Computer Interaction,3,15,2023-05-27,6,0
1684,Computer Science,Web Development,2,12,2023-01-29,2,0
1686,Electrical Engineering,Electromechanical Systems,3,16,2024-03-05,7,0
1686,Electrical Engineering,Microelectronics,1,10,2024-02-27,1,0
1691,Psychology,Behavioral Neuroscience,3,22,2023-11-12,13,6
1691,Psychology,Clinical Psychology,1,10,2024-04-26,9,0
1691,Psychology,Cognitive Psychology,3,12,2024-06-15,0,0
1691,Psychology,Counseling Psychology,1,4,2023-07-02,5,0
1691,Psychology,Educational Psychology,1,17,2024-01-09,11,0
1691,Psychology,Forensic Psychology,1,5,2023-11-23,14,0
1691,Psychology,Industrial-Organizational Psychology,1,12,2023-01-03,12,0
1691,Psychology,Introduction to Psychology,1,19,2024-06-25,16,9
1691,Psychology,Personality Psychology,3,8,2022-11-01,9,0
1691,Psychology,Research Methods,4,7,2024-04-05,3,0
1730,Computer Science,Databases,3,29,2023-11-08,6,12
1741,Chemistry,Analytical Chemistry,3,11,2022-11-19,10,0
1741,Chemistry,Biochemistry,1,30,2023-12-02,3,9
1741,Chemistry,Chemical Engineering,4,17,2023-01-26,1,0
1741,Chemistry,Chemical Thermodynamics,3,5,2022-11-09,4,0
1741,Chemistry,Chemistry Lab Techniques,2,8,2024-02-19,4,0
1741,Chemistry,Organic Chemistry,2,9,2023-09-26,9,0
1741,Chemistry,Physical Chemistry,4,19,2023-12-06,6,6
1741,Chemistry,Polymer Chemistry,1,24,2023-09-27,6,12
1741,Chemistry,Spectroscopy,4,20,2023-06-19,9,12
1742,Psychology,Abnormal Psychology,1,11,2024-04-27,1,0
1742,Psychology,Behavioral Neuroscience,2,12,2024-03-29,3,0
1742,Psychology,Cognitive Psychology,4,29,2023-06-14,2,9
1742,Psychology,Developmental Psychology,1,12,2024-04-14,3,0
1742,Psychology,Educational Psychology,3,19,2022-10-12,11,9
1742,Psychology,Industrial-Organizational Psychology,4,8,2023-02-10,9,0
1742,Psychology,Personality Psychology,4,10,2024-05-24,9,0
1742,Psychology,Psychopharmacology,2,25,2023-06-05,8,12
1742,Psychology,Research Methods,2,4,2023-10-30,0,0
1742,Psychology,Social Psychology,2,19,2023-12-04,4,12
1744,Electrical Engineering,Analog Circuits,1,9,2023-08-01,7,0
1753,Data Science,Programming,3,0,2023-12-21,2,0
1764,Physics,Biophysics,3,17,2023-11-07,0,0
1764,Physics,Classical Mechanics,3,7,2024-05-24,3,0
1764,Physics,Computational Physics,3,29,2024-04-06,5,9
1764,Physics,Geophysics,3,9,2022-09-16,10,0
1764,Physics,Plasma Physics,1,24,2024-01-26,11,9
1764,Physics,Thermodynamics,4,25,2024-03-04,4,9
1781,Electrical Engineering,Electromechanical Systems,1,16,2023-06-01,0,0
1781,Electrical Engineering,Power Systems,1,31,2024-01-02,4,6
1781,Electrical Engineering,VLSI Design,3,18,2023-02-07,1,9
1795,Business Administration,Business Ethics,4,2,2024-05-21,14,0
1795,Business Administration,Human Resource Management,4,31,2024-02-06,8,9
1795,Business Administration,Marketing,1,28,2024-02-12,14,6
1795,Business Administration,Math,2,2,2023-03-06,1,0
1795,Business Administration,Operations Management,3,28,2023-05-10,0,6
1795,Business Administration,Organizational Behavior,3,23,2023-06-12,17,9
1795,Business Administration,Public Law,4,6,2023-08-10,4,0
